Validation,ID,Submission,interwiever_name,type_interview,donor,pdmtype,office,unique_number,not_loc,ben_det_oblast,ben_det_raion,ben_det_hromada,gps_coordinates,not_mpca,not_cash_for_rent,not_cash_for_repair,agree_interviewed,age,sex,status_person,how_many_family,family,did_receive_cash,did_receive_cash_no,cash_repair_type,cash_repair_type_other,register_receive,register_receive_other,assistance_delivered,assistance_delivered_other,satisfied_process,satisfied_process_no,satisfied_cash_amount,how_much_money,how_much_money_yes,time_registered_assistance,experience_problems,experience_problems_yes,assistance_delivered_other_001,know_people_needing,know_people_needing_yes,organization_provide_information,better_inform_distribution,better_inform_distribution_other,rate_quality_assistance,rate_quality_assistance_dis,sectors_cash_assistance,sectors_cash_assistance_other,sectors_cash_assistance_food,sectors_cash_assistance_clothing,sectors_cash_assistance_utilities_heating,sectors_cash_assistance_healthcare,sectors_cash_assistance_hygiene_items,receive_additional,rent_benefit,rent_benefit_no,access_adequate_housing,improve_living,improve_living_other,spent_cash_assistance,spent_cash_assistance_yes,spent_cash_assistance_rent,money_received,money_received_other,assistance_enough,assistance_enough_no,assistance_other_repairs,assistance_other_repairs_yes,assistance_other_repairs_rate,brochure_provided,basic_needs_priorities,living_conditions_interventions,living_conditions_interventions_no,who_assisted,who_assisted_other,issues_regarding_repaired,issues_regarding_repaired_yes,shelter_assistance_return,shelter_assistance_return_no,planning_staying_repaired,planning_staying_repaired_other,planning_staying_repaired_no,square_metres,dwelling_water_proof,access_running_water,access_hot_water,access_washing_facilities,access_sanitation_facilities,access_heating,property_draft_proofing,property_adequately_insulated,property_double_glazed_windows,formal_agreement_landlord,access_external_locked,access-private_space,current_living_space,household_currently_have_clothing,two_weeks_household,receive_shelter_assistance,receive_shelter_assistance_no,needs_community_currently,needs_community_currently_other,any_member_household,any_member_household_yes,provide_someone_commission,provide_someone_commission_yes,provide_someone_commission_yes_other,feel_safe_travelling,feel_safe_travelling_bad,feel_treated_respect,know_address_suggestions,know_address_suggestions_yes,know_address_suggestions_yes_ndnp,know_address_suggestions_yes_ndnp_other,know_address_suggestions_no,know_address_suggestions_no_other,submitted_feedback_complaint,feedback_reporting_channels,feedback_reporting_channels_other,comment,not_thank
,485008575,9/28/2023 2:35:02 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,508487700,,khersonska,khersonskyi,,,,,,yes,81,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще не витрачали.,no,"Будинок підлягає під знесення. Потрібно будувати новий будинок, нам для цього потрібно більше коштів.",no,,,dnb,,pino,Ми ще не проводили ніяких робіт.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tpcs | tphs,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485006426,9/28/2023 2:30:28 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,509882482,,khersonska,khersonskyi,khersonska_2,,,,,yes,64,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще не витрачені,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,485004906,9/28/2023 2:27:15 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,972859441,,khersonska,khersonskyi,,,,,,yes,70,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонт ванної кімнати.,yes,,no,,,no,,piys,,wacd,,yes,Не вдається відновити документи на будинок.,no,У будинку після затоплення потрібно робити капітальний ремонт. Відремонтувати його немає можливості за станом здоров'я.,no,,За станом здоров'я вже не зможу займатися ремонтом та переїжджати,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tpht,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,"На момент затоплення жінка не проживала в своєму будинку. у зв'язку з цим квартальна не вносить її до списку людей, що потребують допомоги. Жінка похилого віку, має хронічні захворювання через які не має змоги самостійно зареєструватися та отримати допомогу. Є потреба у гігієнічному наборі та продуктових наборах. Також є потреба у консультації юриста, щодо оформлення документів на будинок після смерті доньки. У жінки є онук, якому вона хоче залишити будинок, але без юридичної допомоги не може вирішити ці питання.",
,485002581,9/28/2023 2:22:29 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,953830712,,khersonska,khersonskyi,khersonska_2,,,,,yes,42,female,yescap,4,4,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Гроші бережемо для капітального ремонту,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484999377,9/28/2023 2:15:25 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,507152989,,khersonska,khersonskyi,khersonska_2,,,,,yes,50,female,yescap,3,3,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Будівельні матеріали,yes,,no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484993768,9/28/2023 2:04:11 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,508609541,,khersonska,khersonskyi,,,,,,yes,64,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонт стін.,no,"Будин сильно постраждав від затоплення, ми робимо капітальний ремонт. Нам недостатньо отриманих коштів.",no,,,yes,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphe | other,Будівельні матеріали.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484988781,9/28/2023 1:54:08 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,954240442,,khersonska,khersonskyi,khersonska_2,,,,,yes,52,female,yescap,5,5,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Будівельні матеріали,yes,,no,,,no,,piym,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484981129,9/28/2023 1:36:35 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,668625206,,khersonska,khersonskyi,khersonska_2,,,,,yes,62,female,yescap,2,2,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Поки що нічого не зроблено,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484980222,9/28/2023 1:33:57 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,994394366,,khersonska,khersonskyi,khersonska_2,,,,,yes,78,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,нічого не робили із за бойових дій,yes,,no,,,no,,pino,нічого не робили із за бойових дій,wanb,,no,,,,other,тимчасово мешкає у доньки,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484976884,9/28/2023 1:26:26 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,506645899,,khersonska,khersonskyi,khersonska_2,,,,,yes,54,female,yescap,3,3,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонтні роботи,yes,,no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484974365,9/28/2023 1:19:36 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,509506094,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,male,yescap,3,3,no,"Бенефіціар повідомив, що грошову допомогу не отримував",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,484971039,9/28/2023 1:11:47 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,507583339,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,"оренда житла, комунальні послуги, ліки",yes,,yes,"оренда житла, комунальні послуги, ліки",rnfs,dnb,,pino,"будинок не придатний до життя, під знос",wanb,,no,,,,other,"будинок не придатний до життя, під знос",,,,,,,,,,,,,,,,,,rsca,,tphs | tpre | tput,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484969388,9/28/2023 1:08:36 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,507363915,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,male,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонтні роботи,yes,,no,,,no,,piys,,wacd,,no,,no,Ще помешкання не придатне до житла,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484969131,9/28/2023 1:07:58 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,509884685,,khersonska,khersonskyi,khersonska_2,,,,,yes,76,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,no,,piys,,wahd,,no,,no,тимчасово мешкаєм в іншій оселі,other,тимчасово мешкаєм в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tput,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484964854,9/28/2023 12:57:45 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,999664547,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Деякі ремонтні роботи,yes,,no,,,no,,piys,,wacd,,no,,no,Ще там жити не можливо,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484960830,9/28/2023 12:49:24 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,508334551,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Зберігаю кошти для капітального ремонту,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smyc,cnbp,,,
,484958289,9/28/2023 12:42:01 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,956926193,,khersonska,khersonskyi,khersonska_2,,,,,yes,42,female,yescap,4,4,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонтні роботи,yes,,no,,,no,,piys,,wacd,,no,,no,Ще житло не придатне до життя,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484955386,9/28/2023 12:35:32 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,509114473,,khersonska,khersonskyi,,,,,,yes,40,female,yesidp,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили,no,Тому що будинок підлягає під знесення. На будування нового будинку нам потрібно багато коштів.,no,,,dnb,,pino,"Ми ще нічого не робили, бо нам недостатньо коштів на будування. На даний момент не можемо знайти роботу.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484953957,9/28/2023 12:31:57 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,665309508,,khersonska,khersonskyi,khersonska_2,,,,,yes,45,female,yescap,3,3,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Бережемо гроші до можливості ремонту,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484952896,9/28/2023 12:29:24 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505286511,,khersonska,khersonskyi,khersonska_2,,,,,yes,40,male,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,"убрали сміття, будинок не придатний до житла під знос",yes,,no,,,no,,pino,"убрали сміття, будинок не придатний до житла під знос",other,"убрали сміття, будинок не придатний до житла під знос",no,,,,other,мешкаємо тимчасово в будику сестри,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484949859,9/28/2023 12:22:11 PM,Олексій,,Danish MFA UKR-000301,carep,mykolaiv,503961922,,khersonska,khersonskyi,khersonska_2,,,,,yes,64,female,yescap,2,2,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Побутові речі,yes,,yes,Побутові речі,rnst,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484946544,9/28/2023 12:15:01 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,506846613,,khersonska,khersonskyi,,,,,,yes,76,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили. Наш будинок підлягає знесенню.,no,Нам потрібно будувати новий будинок. Наданих коштів для цього не достатньо.,yes,Сплатили за навчання онука у ВУЗі.,rnst,no,,pino,Ми не проводили ніяких ремонтних робіт.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484943805,9/28/2023 12:07:39 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,682761549,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,male,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"тільки прибирали в будинку, чекаємо комісію",yes,,no,,,no,,piys,,other,"тільки прибирали в будинку, чекаємо комісію",no,,,,other,тичасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484940137,9/28/2023 11:59:17 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,951590426,,khersonska,khersonskyi,,,,,,yes,62,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не витратили.,yes,,no,,,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tphi | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484936303,9/28/2023 11:50:57 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,959295878,,khersonska,khersonskyi,,,,,,yes,44,female,yesidp,5,5,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не купували,no,Будинок сильно постраждав через затоплення. Потрібно робити капітальний ремонт. Виділеної суми нам не вистачить.,no,,,no,,pino,Ми ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tpcs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484935815,9/28/2023 11:49:42 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,954697201,,khersonska,khersonskyi,khersonska_2,,,,,yes,73,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"продуктові набори, ліки",yes,,yes,"продуктові набори, ліки",rntf,dnb,,pino,поки нічого не робили із за бойових дій,wanb,,no,,,,other,тимчасово мешкає в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484932640,9/28/2023 11:41:36 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,951175605,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,поки нічого не робили із за бойових дій,yes,,no,,,no,,pino,поки нічого не робили із за бойових дій,wanb,,no,,,,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484928213,9/28/2023 11:30:50 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,972066954,,khersonska,khersonskyi,khersonska_2,,,,,yes,75,female,yescap,0,,no,"Бенефіціар повідомив, що їй надійшло смс повідомлення про відмову в допомогі",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,484920618,9/28/2023 11:10:11 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,665782147,,khersonska,khersonskyi,,,,,,yes,52,female,yesidp,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,"Шпаклівка, цегла для  перестінку.",no,На повний ремонт будинку нам не вистачить цих коштів. Пенсія у нас маленька і на роботу нас з чоловіком вже не беруть. Тому нам потрібні додаткові кошти на відбудову свого будинку.,no,,,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484919788,9/28/2023 11:07:23 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,501784767,,khersonska,khersonskyi,khersonska_2,,,,,yes,54,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,поки нічого не робили із за бойових дій,yes,,no,,,no,,pino,поки нічого не робили із за бойових дій,wanb,,no,,,,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,other,приїхали і все зробили,tphs | tpre | tput,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484917779,9/28/2023 11:01:57 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,673478923,,khersonska,khersonskyi,,,,,,yes,70,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,"Цегла, пісок, фарба",no,"Тому що нам потрібно докупити багато будівельних матеріалів та сплатити послуги підрядника, який проведе ремонтні роботи. Виділених коштів нам недостатньо для цього.",no,,,yes,,pino,"Ми змогли придбати частину будівельних матеріалів, але ремонтні роботи ще не проводили.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tpcs | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484915971,9/28/2023 10:57:18 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,671814123,,khersonska,khersonskyi,khersonska_2,,,,,yes,50,female,yescap,4,4,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Бережемо для подальшого ремонту,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484914724,9/28/2023 10:53:28 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,669304108,,khersonska,khersonskyi,,,,,,yes,74,female,yesidp,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,ndnn,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не витратили.,no,Будинок потрібно ремонтувати повністю. Виділених коштів недостатньо для цього.,no,,,no,,pidk,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tpcs | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484913104,9/28/2023 10:49:24 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,505695981,,khersonska,khersonskyi,khersonska_2,,,,,yes,58,female,yescap,1,1,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Пісок, цемент та інструменти",yes,,no,,,no,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484911991,9/28/2023 10:46:38 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,506410389,,khersonska,khersonskyi,,,,,,yes,48,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trfw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Придбали  пісок  та цемент.,no,Тому що наш будинок  треба зносити та будувати новий. Виділених коштів для цього не достатньо.,no,,,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tpcs | tphe,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484911739,9/28/2023 10:45:58 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,80973503475,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,female,yescap,2,2,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Пісок, цемент та інструменти",yes,,no,,,no,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484907238,9/28/2023 10:37:15 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505006685,,khersonska,khersonskyi,khersonska_2,,,,,yes,63,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"оренду житла, ліки",yes,,yes,"оренду житла, ліки",rnfs,no,,pino,поки що нічого в власній оселі не робили,wanb,,no,,,,other,тимчасово мешкаю в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphs | tpre | tput,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484907088,9/28/2023 10:37:01 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,663202191,,khersonska,khersonskyi,,,,,,yes,72,female,yesidp,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Побутова техніка,no,На ремонт мого будинку потрібно 720т грн.,no,,,dnb,,piys,,wahd,,no,,no,Наданих коштів було недостатньо для ремонту мого будинку.,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpdw | tpht,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484890824,9/28/2023 9:58:26 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,500359155,,khersonska,khersonskyi,,,,,,yes,54,female,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,Я нічого не робила.,yes,,no,,,dnb,,pino,Я нічого не робила.,wanb,,no,,,,other,"Не знаю, чи зможу відремонтувати свій дім.",,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,"Допомогу бенефіціар отримала, але всю суму в неї списали з картки через не закритий вчасно ФОП. Зверталась по допомогу до юристів, їй повідомили, що ці дії були не правомірні. Але питання не вирішили і гроші повернути не вдалось. Після спроб вирішити це питання, отримала погрози від організації, яка списала кошти. ( Точну назву організації бенефіціар не повідомила).На даний момент потребує лікування, після отриманого поранення; продуктових наборів та теплого одягу. Працювати за станом здоров'я не може.",
